,linkscar,city,place,Brand,Brand_child,Car_Year,regional_specs,Tramsmission_Cars,Fuel_Cars,Car_Color,ConditionUsed,Kilometers_Cars,paint,body_condition,CarCustoms,CarLicense,CarInsurance,Payment_Method,additions,price
12,https://jo.opensooq.com/ar/search/186879071/%D9%81%D9%88%D8%B1%D8%AF-%D9%81%D9%8A%D9%88%D8%AC%D9%86-2015-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,أخرى,فورد,فيوجن,2015,مواصفات أمريكية,اوتوماتيك,هايبرد,خمري,مستعمل,"٦٠,٠٠٠ - ٦٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'مثبت سرعة', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",16850.0
13,https://jo.opensooq.com/ar/search/186879063/%D9%81%D9%88%D8%B1%D8%AF-%D9%81%D9%8A%D9%88%D8%AC%D9%86,عمان,جبل النصر,فورد,فيوجن,2019,مواصفات أمريكية,اوتوماتيك,هايبرد,أبيض,مستعمل,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",الدهان الأصلي,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",16500.0
14,https://jo.opensooq.com/ar/search/186877791/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%B4%D9%81%D8%B1-%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2011,عمان,المناره,شيفروليه,اوبترا,2011,مواصفات يابانية,يدوي/عادي,بنزين,خمري,مستعمل,"١,٠٠٠ - ٩,٩٩٩",الدهان الأصلي,أخرى,مجمركة,مرخصة,تأمين شامل,كاش فقط,"['مرايا كهربائية', 'نظام ملاحة', 'شاشة لمس', 'مثبت سرعة', 'دخول بدون مفتاح', 'حساسات اصطفاف', 'مكيف', 'كاميرا خلفية', 'أكياس هوائية', 'كراسي جلد', 'مدخل AUX/USB', 'أضوية زينون', 'أضوية LED', 'كراسي مدفأة', 'بلوتوث']",6200.0
15,https://jo.opensooq.com/ar/search/186877329/bmw-528-platinum-m-package-2015,عمان,شفا بدران,بي ام دبليو,528,2015,مواصفات أخرى,اوتوماتيك,بنزين,أبيض,مستعمل,"٧٠,٠٠٠ - ٧٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كراسي جلد', 'حساسات اصطفاف', 'كاميرا خلفية']",32000.0
16,https://jo.opensooq.com/ar/search/186877221/peugeot-307-%D8%A8%D9%8A%D8%AC%D9%88,عمان,الهاشمي الشمالي,بيجو,307,2004,مواصفات أخرى,اوتوماتيك,بنزين,أسود,مستعمل,٠,أعيد دهانها جزئياً,ممتازة بدون حوادث,غير مجمركة,غير مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'كاميرا خلفية', 'بلوتوث', 'ABS']",4000.0
17,https://jo.opensooq.com/ar/search/186876421/%D8%A8%D9%8A%D8%AC%D9%88-206-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2006-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,ابو نصير,بيجو,206,2006,مواصفات أوروبية,اوتوماتيك,بنزين,أبيض,مستعمل,"١٧٠,٠٠٠ - ١٧٩,٩٩٩",أعيد دهانها جزئياً,جيد (عيوب بسيطة في البودي),مجمركة,غير مرخصة,غير مؤمنّة,كاش فقط,"['كراسي جلد', 'أكياس هوائية']",2200.0
18,https://jo.opensooq.com/ar/search/186876391/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-glc-300e-%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D8%B6%D8%A7%D9%81%D8%A7%D8%AA,عمان,الياسمين,مرسيدس بنز,C 350e,2021,مواصفات أوروبية,اوتوماتيك,بنزين,أسود,مستعمل,"١,٠٠٠ - ٩,٩٩٩",أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS']",62000.0
19,https://jo.opensooq.com/ar/search/186876265/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%A7%D9%84%D8%AA%D9%8A%D9%85%D8%A7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2005-2%D8%AC%D9%8A%D8%AF-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,الدوار الثالث,نيسان,التيما,2005,مواصفات خليجية,اوتوماتيك,بنزين,ذهبي,مستعمل,٠,أعيد دهانها كلياً,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مثبت سرعة', 'مكيف', 'أكياس هوائية', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",5200.0
20,https://jo.opensooq.com/ar/search/186875029/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%A7%D9%83%D9%88%D8%B1%D8%AF-2017-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D8%AC%D8%AF%D8%A7-%D8%AA%D9%88%D8%B1%D9%8A%D9%86%D8%AC-%D9%84%D9%88%D9%86-%D8%B9%D9%86%D8%A7%D8%A8%D9%8A,عمان,تلاع العلي,هوندا,أكورد,2017,مواصفات أمريكية,اوتوماتيك,هايبرد,خمري,مستعمل,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",الدهان الأصلي,جيد (عيوب بسيطة في البودي),مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
21,https://jo.opensooq.com/ar/search/186874483/%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D8%B3%D9%8A%D8%A7%D8%B1%D9%87,عمان,مرج الحمام,أخرى,غير محدد,1970,مواصفات أخرى,اوتوماتيك,بنزين,بيج,مستعمل,٠,أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,أقساط فقط,['فتحة'],
22,https://jo.opensooq.com/ar/search/186873637/%D9%81%D9%88%D8%B1%D8%AF-%D9%81%D8%AD%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%A8%D8%AF%D9%81%D8%B9%D8%AA-%D8%A7%D9%88-%D9%84%D9%84%D8%A8%D8%AF%D9%84,عمان,الرابية,فورد,F-150,2008,مواصفات أمريكية,اوتوماتيك,بنزين,أبيض,مستعمل,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",أعيد دهانها كلياً,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['ABS', 'دخول بدون مفتاح', 'فتحة', 'مثبت سرعة', 'بلوتوث', 'كراسي مدفأة', 'مرايا كهربائية', 'أضوية LED', 'كاميرا خلفية', 'أكياس هوائية', 'مكيف', 'سنترلوك', 'نظام ملاحة', 'مدخل AUX/USB', 'كراسي جلد', 'شاشة لمس', 'أضوية زينون']",
23,https://jo.opensooq.com/ar/search/186873095/%D9%83%D8%B4%D9%81-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%83%D9%88%D9%85-%D8%AD%D8%AF%D9%8A%D8%AF,عمان,ابو نصير,بي ام دبليو,118,1993,مواصفات خليجية,اوتوماتيك,بنزين,أسود,مستعمل,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",أعيد دهانها كلياً,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['دخول بدون مفتاح', 'حساسات اصطفاف', 'ABS', 'سنترلوك']",6600.0
24,https://jo.opensooq.com/ar/search/186872763/%D9%81%D8%A7%D9%86-%D8%B3%D8%AA%D8%B1%D9%88%D9%8A%D9%86-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%A7%D9%84%D9%88%D9%83%D8%A7%D9%84%D9%87,عمان,جبل الحسين,بيجو,بارتنر,2006,مواصفات خليجية,يدوي/عادي,بنزين,أبيض,مستعمل,"١٠,٠٠٠ - ١٩,٩٩٩",أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مثبت سرعة', 'مكيف', 'كراسي جلد', 'ABS']",3500.0
25,https://jo.opensooq.com/ar/search/186872675/%D8%A7%D9%81-150-%D9%81%D8%AD%D8%B5-%D9%83%D8%A7%D9%85%D9%84-%D9%84%D9%84%D8%A8%D8%B9-%D8%A8%D8%AF%D9%81%D8%B9%D8%AA-4500,عمان,الدوار الثامن,فورد,F-150,2009,مواصفات أمريكية,اوتوماتيك,بنزين,أبيض,مستعمل,"٩٠,٠٠٠ - ٩٩,٩٩٩",أعيد دهانها كلياً,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['شاشة لمس', 'مرايا كهربائية', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
26,https://jo.opensooq.com/ar/search/186871273/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%B3%D9%86%D8%AA%D8%A7%D9%81%D9%8A-%D9%85%D8%B1%D8%AE%D8%B5%D9%87-%D9%84%D8%B4%D9%87%D8%B1-11,عمان,مرج الحمام,هيونداي,سنتافي,2001,مواصفات يابانية,اوتوماتيك,بنزين,خمري,مستعمل,"٧٠,٠٠٠ - ٧٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['شاشة لمس', 'مكيف', 'كاميرا خلفية', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",4500.0
27,https://jo.opensooq.com/ar/search/186870511/%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D8%AD%D8%B5,عمان,جبل الأشرفية,كيا,شوما,2000,مواصفات أخرى,يدوي/عادي,بنزين,أسود,مستعمل,"٢٠٠,٠٠٠+",أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مكيف', 'مدخل AUX/USB', 'بلوتوث']",
28,https://jo.opensooq.com/ar/search/186870281/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-ml-320-%D8%A8%D8%AD%D8%A7%D9%84-%D8%A7%D9%84%D9%88%D9%83%D8%A7%D9%84%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%88-%D8%A8%D8%AF%D9%84,عمان,ضاحية الرشيد,مرسيدس بنز,ML 320,2003,مواصفات خليجية,اوتوماتيك,بنزين,رمادي,مستعمل,"١٠,٠٠٠ - ١٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'ABS', 'سنترلوك']",7800.0
29,https://jo.opensooq.com/ar/search/186869569/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-clk2005,عمان,طريق المطار - جسر مادبا,مرسيدس بنز,CLK 200,2004,مواصفات خليجية,اوتوماتيك,بنزين,فضي,مستعمل,٠,الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",11500.0
30,https://jo.opensooq.com/ar/search/186869565/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A-xd-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2004,عمان,المدينة الرياضية,هيونداي,افانتي,2004,مواصفات أخرى,اوتوماتيك,بنزين,فضي,مستعمل,"١,٠٠٠ - ٩,٩٩٩",أعيد دهانها كلياً,حادث بسيط (البودي يحتاج للإصلاح),مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مكيف', 'حساسات اصطفاف', 'كراسي مدفأة', 'أكياس هوائية', 'سنترلوك', 'ABS', 'بلوتوث']",4800.0
31,https://jo.opensooq.com/ar/search/186869309/%D8%B1%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D8%A7%D8%B3%D9%88%D8%AF,عمان,سحاب,لاند روفر,ديسكفري سبورت,2010,مواصفات أخرى,اوتوماتيك,بنزين,أسود,مستعمل,٠,الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'فتحة', 'شاشة لمس', 'نظام ملاحة', 'مكيف', 'حساسات اصطفاف', 'كراسي جلد', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS']",25000.0
32,https://jo.opensooq.com/ar/search/186868921/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,ابو علندا,كيا,سيفيا,1994,مواصفات أخرى,يدوي/عادي,بنزين,خمري,مستعمل,"١٠,٠٠٠ - ١٩,٩٩٩",أعيد دهانها كلياً,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مكيف', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'سنترلوك']",1800.0
33,https://jo.opensooq.com/ar/search/186868447/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%AA%D9%88%D8%B3%D8%A7%D9%86-2010%D8%A7%D9%84%D9%82%D8%B5%D9%87-%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AB%D9%87-%D9%85%D8%A7%D8%AA%D9%88%D8%B1-2000-%D8%B3%D9%8A-%D8%B3%D9%8A,عمان,المقابلين,هيونداي,توسان,2010,مواصفات خليجية,اوتوماتيك,بنزين,أبيض,مستعمل,"٢٠,٠٠٠ - ٢٩,٩٩٩",أعيد دهانها كلياً,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش أو أقساط,"['مرايا كهربائية', 'شاشة لمس', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'كراسي جلد', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",10500.0
34,https://jo.opensooq.com/ar/search/186867873/%D8%A8%D8%A7%D8%B5-%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,ابو علندا,مرسيدس بنز,سبرينتر,2013,مواصفات أخرى,يدوي/عادي,ديزل,أزرق,مستعمل,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",أعيد دهانها جزئياً,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'نظام ملاحة', 'دخول بدون مفتاح', 'حساسات اصطفاف', 'كراسي جلد', 'أكياس هوائية', 'أضوية LED', 'بلوتوث', 'ABS', 'سنترلوك']",
35,https://jo.opensooq.com/ar/search/186867847/%D8%B3%D9%8A%D9%81%D9%8A%D8%A71%D9%83%D9%8A%D8%A7,عمان,جاوا,كيا,سيفيا,1997,مواصفات أخرى,يدوي/عادي,بنزين,أخضر,مستعمل,"١,٠٠٠ - ٩,٩٩٩",أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS']",2500.0
