,linkscar,city,place,Brand,Brand_child,Car_Year,regional_specs,Tramsmission_Cars,Fuel_Cars,Car_Color,ConditionUsed,Kilometers_Cars,paint,body_condition,CarCustoms,CarLicense,CarInsurance,Payment_Method,additions,price
10,https://jo.opensooq.com/ar/search/188685079/%D9%87%D9%86%D8%AF%D8%A7%D9%8A-%D8%B3%D9%88%D9%86%D8%A7%D8%AA%D8%A7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2012,عمان,المدينة الرياضية,هيونداي,سوناتا,2012,مواصفات أمريكية,اوتوماتيك,هايبرد,فضي,مستعمل,"١,٠٠٠ - ٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,أقساط فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'بلوتوث', 'ABS', 'سنترلوك']",10800.0
11,https://jo.opensooq.com/ar/search/188685045/cadillac-cts-2008,عمان,طبربور,كاديلاك,CTS,2008,مواصفات أخرى,اوتوماتيك,بنزين,أسود,مستعمل,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",الدهان الأصلي,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'مثبت سرعة', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'ABS', 'سنترلوك']",11000.0
12,https://jo.opensooq.com/ar/search/188426677/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A8%D8%B7%D9%87-88-%D9%85%D8%AD%D9%88%D9%84%D9%87-95,عمان,المقابلين,مرسيدس بنز,E 200,1988,مواصفات أخرى,يدوي/عادي,بنزين,بيج,مستعمل,"٢٠٠,٠٠٠+",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'دخول بدون مفتاح', 'كراسي جلد', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'سنترلوك']",
13,https://jo.opensooq.com/ar/search/188684725/%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%D9%8A%D9%81%D9%8A%D9%83-%D9%81%D8%AD%D8%B5-%D9%83%D8%A7%D9%85%D9%84-%D9%88%D9%84%D8%A7-%D9%85%D9%84%D8%A7%D8%AD%D8%B8%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,جبل الزهور,هوندا,سيفيك,2003,مواصفات يابانية,اوتوماتيك,بنزين,بيج,جديد,"١,٠٠٠ - ٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مكيف', 'كاميرا خلفية', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
14,https://jo.opensooq.com/ar/search/188684675/saab-95-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2004,عمان,ماركا,ساب,95,2004,مواصفات أوروبية,اوتوماتيك,بنزين,أسود,مستعمل,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'مثبت سرعة', 'مكيف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'ABS', 'سنترلوك']",5600.0
15,https://jo.opensooq.com/ar/search/188684665/%D9%84%D8%A7%D9%86%D8%B3%D8%B1-2007-%D9%88%D8%A7%D8%B1%D8%AF-%D8%B4%D8%B1%D9%83%D9%87,عمان,مرج الحمام,ميتسوبيشي,لانسر,2007,مواصفات أخرى,يدوي/عادي,بنزين,أسود,مستعمل,٠,الدهان الأصلي,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مكيف', 'كراسي جلد', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'سنترلوك']",7000.0
16,https://jo.opensooq.com/ar/search/188684651/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D9%81%D9%88%D9%84%D8%AA-2017,عمان,ضاحية الرشيد,شيفروليه,فولت,2017,مواصفات أمريكية,اوتوماتيك,هايبرد - Plug-in,خمري,مستعمل,"١٠,٠٠٠ - ١٩,٩٩٩",أخرى,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'كراسي جلد', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",14500.0
17,https://jo.opensooq.com/ar/search/188684407/mitsubishi-sportero-2022-%D8%B9%D8%AF%D8%A7%D8%AF-%D8%B5%D9%81%D8%B1-%D9%88%D8%A7%D8%B1%D8%AF-%D9%88-%D9%83%D9%81%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%88%D9%83%D9%8A%D9%84,عمان,راس العين,ميتسوبيشي,L200,2022,مواصفات أخرى,اوتوماتيك,ديزل,أزرق,جديد,٠,الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'كراسي جلد', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
18,https://jo.opensooq.com/ar/search/187912009/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%A7%D9%83%D8%B3%D9%86%D8%AA-%D9%84%D9%8A%D9%85%D8%AA%D8%AF-%D8%AC%D9%85%D8%B1%D9%83-%D8%AC%D8%AF%D9%8A%D8%AF,عمان,ضاحية الحاج حسن,هيونداي,أكسنت,2018,مواصفات أمريكية,اوتوماتيك,بنزين,فضي,جديد,"٣٠,٠٠٠ - ٣٩,٩٩٩",الدهان الأصلي,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",14000.0
19,https://jo.opensooq.com/ar/search/188684317/%D9%84%D8%A7%D9%86%D8%AF-%D8%B1%D9%88%D9%81%D8%B1-%D8%AF%D9%8A%D9%81%D9%8A%D9%86%D8%AF%D8%B1-2021-hse,عمان,عبدون,لاند روفر,ديفندر,2021,مواصفات أوروبية,اوتوماتيك,بنزين,أسود,جديد,٠,الدهان الأصلي,ممتازة بدون حوادث,غير مجمركة,غير مرخصة,غير مؤمنّة,كاش فقط,"['فتحة', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
20,https://jo.opensooq.com/ar/search/188684201/%D9%85%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A-%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88,عمان,أخرى,ميتسوبيشي,باجيرو,2016,مواصفات يابانية,اوتوماتيك,بنزين,أسود,مستعمل,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'مثبت سرعة', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'كراسي مدفأة', 'أكياس هوائية', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",20000.0
21,https://jo.opensooq.com/ar/search/188684167/%D8%AC%D9%8A%D8%A8-crv-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%88%D9%83%D8%A7%D9%84%D8%A9,عمان,ضاحية الاقصى,هوندا,CR-V,2005,مواصفات خليجية,يدوي/عادي,بنزين,ذهبي,مستعمل,"١٠,٠٠٠ - ١٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'مرايا كهربائية', 'نظام ملاحة', 'مثبت سرعة', 'مكيف', 'كراسي جلد', 'حساسات اصطفاف', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",7950.0
22,https://jo.opensooq.com/ar/search/188684161/mitsubishi-sportero-mark-1-2023-%D8%B9%D8%AF%D8%A7%D8%AF-%D8%B5%D9%81%D8%B1-%D9%88%D8%A7%D8%B1%D8%AF-%D9%88-%D9%83%D9%81%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9,عمان,راس العين,ميتسوبيشي,L200,2023,مواصفات أخرى,اوتوماتيك,ديزل,أسود,جديد,٠,الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
23,https://jo.opensooq.com/ar/search/188683907/kia-optima-2015-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D8%AD%D8%B5-%D9%83%D8%A7%D9%85%D9%84,عمان,الجبيهة,كيا,اوبتيما,2015,مواصفات أمريكية,اوتوماتيك,هايبرد,فضي,مستعمل,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'أكياس هوائية', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",13500.0
24,https://jo.opensooq.com/ar/search/188683867/%D9%81%D9%88%D8%B1%D8%AF-%D9%81%D9%8A%D9%88%D8%AC%D9%86-2016,عمان,الدوار الثامن,فورد,فيجو,2016,مواصفات أمريكية,اوتوماتيك,هايبرد,أسود,مستعمل,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",أعيد دهانها جزئياً,تعرضت لحادث (أضرار جسيمة في البودي),مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مثبت سرعة', 'مكيف', 'دخول بدون مفتاح', 'كاميرا خلفية', 'حساسات اصطفاف', 'كراسي جلد', 'أكياس هوائية', 'أضوية زينون', 'بلوتوث', 'ABS', 'سنترلوك']",
25,https://jo.opensooq.com/ar/search/188683801/mitsubishi-sportero-2018-%D8%A7%D9%84%D8%A8%D9%83%D8%A8-%D9%88%D8%A7%D8%B1%D8%AF-%D9%88-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%88%D9%83%D8%A7%D9%84%D8%A9,عمان,راس العين,ميتسوبيشي,L200,2018,مواصفات أخرى,اوتوماتيك,ديزل,أسود,مستعمل,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
26,https://jo.opensooq.com/ar/search/188683573/toyota-hilux-2022-%D8%B9%D8%AF%D8%A7%D8%AF-%D8%B5%D9%81%D8%B1-%D9%83%D9%81%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AC%D9%8A%D8%B1-%D8%B9%D8%A7%D8%AF%D9%8A,عمان,راس العين,تويوتا,هيلوكس,2022,مواصفات أخرى,يدوي/عادي,ديزل,فضي,جديد,٠,الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مكيف', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
27,https://jo.opensooq.com/ar/search/188683427/%D9%85%D8%A7%D8%B2%D8%AF%D8%A7-%D8%B2%D9%88%D9%88%D9%85-3-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2018-2017-%D9%81%D8%AD%D8%B5-%D9%83%D8%A7%D9%85%D9%84,عمان,الحرّيّة,مازدا,3,2017,مواصفات خليجية,اوتوماتيك,بنزين,أحمر,مستعمل,"٦٠,٠٠٠ - ٦٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
28,https://jo.opensooq.com/ar/search/187289949/%D8%AF%D9%88%D8%AC-%D8%B1%D8%A7%D9%85-l200-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2018-%D9%81%D8%AD%D8%B5-%D9%83%D8%A7%D9%85%D9%84,عمان,راس العين,دودج,رام,2018,مواصفات يابانية,يدوي/عادي,ديزل,فضي,مستعمل,"٦٠,٠٠٠ - ٦٩,٩٩٩",الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['سنترلوك', 'ABS', 'بلوتوث', 'مدخل AUX/USB', 'أكياس هوائية', 'مكيف']",16500.0
29,https://jo.opensooq.com/ar/search/188683247/%D8%B3%D9%88%D9%86%D8%A7%D8%AA%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,مرج الحمام,هيونداي,سوناتا,2013,مواصفات أمريكية,اوتوماتيك,هايبرد,رمادي,مستعمل,"١,٠٠٠ - ٩,٩٩٩",أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'دخول بدون مفتاح', 'مكيف', 'كراسي جلد', 'أكياس هوائية', 'بلوتوث', 'مرايا كهربائية', 'شاشة لمس', 'نظام ملاحة', 'مثبت سرعة', 'كاميرا خلفية', 'حساسات اصطفاف', 'مدخل AUX/USB', 'أضوية زينون', 'كراسي مدفأة', 'سنترلوك', 'ABS', 'أضوية LED']",9000.0
30,https://jo.opensooq.com/ar/search/188683049/toyota-hilux-2021-%D8%B9%D8%AF%D8%A7%D8%AF-%D8%B5%D9%81%D8%B1-%D9%88%D8%A7%D8%B1%D8%AF-%D9%88-%D9%83%D9%81%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9,عمان,راس العين,تويوتا,هيلوكس,2021,مواصفات أخرى,اوتوماتيك,ديزل,أسود,جديد,٠,الدهان الأصلي,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'شاشة لمس', 'مثبت سرعة', 'دخول بدون مفتاح', 'مكيف', 'كاميرا خلفية', 'حساسات اصطفاف', 'أكياس هوائية', 'أضوية LED', 'أضوية زينون', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",
31,https://jo.opensooq.com/ar/search/188683017/%D8%A8%D9%88%D8%B2-%D9%86%D9%85%D8%B1-%D9%83%D9%88%D8%A8%D9%8A%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,عمان,جبل النصر,بي ام دبليو,E30,1983,مواصفات أخرى,يدوي/عادي,بنزين,رمادي,مستعمل,٠,أخرى,أخرى,مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['فتحة', 'بلوتوث', 'مدخل AUX/USB', 'ABS', 'مرايا كهربائية']",2400.0
32,https://jo.opensooq.com/ar/search/188682873/%D9%83%D9%8A%D8%A7-%D8%B1%D9%8A%D9%88-2016-%D9%81%D8%AD%D8%B5-%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%B3%D8%B9%D8%B1-%D9%85%D8%BA%D8%B1%D8%B1%D8%B1%D8%B1%D8%B1%D8%B1%D8%B1%D8%B1%D8%B1%D8%B1%D9%8A,عمان,الحرّيّة,كيا,ريو,2016,مواصفات خليجية,اوتوماتيك,بنزين,فضي,مستعمل,"٨٠,٠٠٠ - ٨٩,٩٩٩",أخرى,حادث بسيط (البودي يحتاج للإصلاح),مجمركة,مرخصة,تأمين إلزامي,كاش فقط,"['مرايا كهربائية', 'مكيف', 'أكياس هوائية', 'أضوية LED', 'مدخل AUX/USB', 'بلوتوث', 'ABS', 'سنترلوك']",9800.0
33,https://jo.opensooq.com/ar/search/188682857/%D9%83%D8%A7%D8%AF%D9%8A-%D8%AF%D9%8A%D8%B2%D9%84-2013,عمان,المدينة الرياضية,فولكسفاغن,كادى,2013,مواصفات أخرى,يدوي/عادي,ديزل,أبيض,مستعمل,"٢٠٠,٠٠٠+",أخرى,ممتازة بدون حوادث,مجمركة,مرخصة,تأمين شامل,كاش فقط,"['مرايا كهربائية', 'مثبت سرعة', 'مكيف', 'كراسي جلد', 'أكياس هوائية', 'بلوتوث', 'ABS', 'سنترلوك']",7000.0
